material_id,target,filename,spacegroup_num,crystal_system_int,structural complexity per atom,structural complexity per cell,mean absolute deviation in relative bond length,max relative bond length,min relative bond length,maximum neighbor distance variation,range neighbor distance variation,mean neighbor distance variation,avg_dev neighbor distance variation,mean absolute deviation in relative cell size,mean Average bond length,std_dev Average bond length,mean Average bond angle,std_dev Average bond angle,mean CN_VoronoiNN,std_dev CN_VoronoiNN,density,vpa,packing fraction,a,b,c,alpha,beta,gamma,natoms
qmof-bfb991a,3.312132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-4b85944,3.641722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-9798592,2.585757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-6b10fb5,3.73982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-6d61160,3.224196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-c9e3c56,3.355549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-76ed8fc,3.11516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-98dce4c,2.757349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-4809ee4,3.0939689999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-3e37e5a,3.241374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-4031fa5,3.386956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-f9b57f1,4.301806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-e51b7be,4.201176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-0cecd6b,4.190346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-a96bee3,4.248153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-23af1a9,4.3568370000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-533823c,3.069085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-c397213,3.55375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-db77bc4,3.971436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-b4eb1a1,3.745548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-27acf12,3.410836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-98871d7,3.998165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-e81754b,3.756735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-ebe52cf,4.435435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-e91307b,3.5482950000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-9f43508,4.141399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-fdbdc7f,1.951837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-b420251,2.2751520000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-646df48,2.601464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-956f0fd,5.709686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-80f89a0,3.768244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-c947dd6,5.338592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-16501b0,5.436178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-8804440,6.724273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-e128553,6.092808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-18ee42c,4.286035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-977a187,6.167563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-7e00a12,6.252431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-ccf41ca,3.790297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-25c9c0b,3.2225209999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-298eb52,4.36958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-3d4f57d,5.641349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-0c65e4f,5.942596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-1825bea,3.708348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-b75fff3,3.254776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-8276221,4.589998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-0a8fd51,2.410055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-6694d04,5.029558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-071c170,5.009611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-264023f,5.181044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-21e0017,5.021563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-b5e6f6b,2.729029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-b8c8c2b,5.025466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-2684b38,4.184643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-36d8b88,4.629568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-9b7f599,4.602223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-8ca501e,2.378445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-75cf53c,3.610435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-17c0863,2.699758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-f5de41a,2.933746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-46c77c7,2.645302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-a2b2c64,4.16059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-9324158,3.145485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-3a62371,4.98967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-5874237,3.3518890000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-1f5009f,3.540245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-ffc7372,4.9849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-ee8c30a,2.9428530000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-44a4cb1,3.0902350000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-6d5bf88,2.769992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-a79068c,2.773891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-7661853,2.932843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-b0aae08,2.820553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-c7dcdee,4.997591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-e534471,1.834951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-1a42fad,2.023212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-99b5526,4.796949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-2c240b6,5.360032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-cd92f99,4.650990999999999,qmof-cd92f99.cif,15.0,2.0,0.25,24.0,0.2635861912290466,1.7462877025105832,0.7039518501612876,1.224327400496687,1.2243273187019612,0.2713053457077199,0.2667528112236114,0.8119487169061066,1.384281414600052,0.4425158949908179,112.2745928984124,25.73089597208089,15.583333333333334,3.707162736589204,1.574366350909714,9.628609692685432,0.7129120879120879,6.464505579999999,11.721521109999998,13.81685192,112.34311448,90.02614162,105.99117559,96.0
qmof-4a6e2c5,3.645897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-4453ec1,4.426166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-16eada2,3.215114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-eeec9eb,5.191116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-6517b93,5.198787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-bf5c084,5.200183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-3648a5c,5.242441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-71e4443,5.250715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-b8d9911,5.209389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-ac615b9,3.626834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-363e93c,3.487291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-4b38c0b,3.922987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-357d3b0,3.213919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-521b995,4.667658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-f6ae064,4.666747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-879ddfb,4.649628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-d7660a3,1.894188,qmof-d7660a3.cif,2.0,1.0,0.5038167938931297,66.0,0.2041249472106848,1.8677397868678085,0.6898304579926762,1.431879221144568,1.4318786912785744,0.2710224504057594,0.2032176977928866,0.7523591264873043,1.4115030071824652,0.4116633061780647,113.08896159310196,23.005024839364847,16.595419847328245,3.635655964111164,1.8374283649709973,10.911985652032762,0.7091063698206556,10.11032068,10.803675110000002,13.58921117,79.18969992,78.79116792,86.17111221,131.0
qmof-56f72fb,4.496588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-29a7d04,3.2724010000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-5de5775,4.424216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-355761e,4.433571000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-f580d00,3.528681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-b84e7ef,4.7872390000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-0c3622c,4.354058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-784eb1d,5.614808999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-516c93f,4.532784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-082c84f,1.88973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-0b3a3c5,4.527969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-7d8c9d8,4.527208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-9883216,3.780226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-152c5b0,3.681168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-05752ab,3.893563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-efa5caa,4.503496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-39429bc,4.148981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-0a12f7f,3.1671820000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-1a8e535,3.531602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-cbe0ac3,3.076616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-d6563eb,2.470035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-22ca4f8,4.189342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-545e186,0.510711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-e85d193,3.833277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-492f2fb,4.333149000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-cae2bc1,3.725588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-df02179,3.37416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-3b01793,4.0745700000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-a9d0bad,3.192536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-5fa42a7,3.036356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-c8f6487,2.561369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-07fbe14,3.852259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-a2d1221,4.100073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-e94ef3c,5.000882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-8746932,3.379792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-f6d88fe,2.91583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-9714d1f,5.167678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-68010e6,1.98048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-77d8bc6,4.253364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-1b5f81b,3.885091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-9a5badd,3.650997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-a1de810,2.992829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-b23c02b,3.537035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-8470cd1,4.570134,qmof-8470cd1.cif,2.0,1.0,0.5,27.0,0.1561583516271701,1.522661202290322,0.7919855304138371,0.934210597185238,0.93420997362508,0.2410559863219941,0.160550281533925,0.8135184557831048,1.3822634169347017,0.3039525926919038,119.82592679370912,20.955412090516432,15.925925925925926,3.495244662934526,1.519049952522749,10.693892813062863,0.738562091503268,8.14974909,8.59433994,8.63119958,73.49368905,85.06943709,88.20957412000001,54.0
qmof-de1f55e,4.578639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-60a16fa,3.398172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-1929d06,3.365086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-b273f3b,3.949341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-bbb6f1d,3.5460330000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-175655f,4.51321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-a543e01,2.991873,qmof-a543e01.cif,2.0,1.0,0.5,63.0,0.1479416948169617,1.624160065264868,0.7857484995887589,1.0207628328760754,1.0207617391136656,0.1839864310276571,0.1481574366415325,0.7564651061311848,1.292000280272769,0.2569836802210625,117.3441477906378,8.022146842299746,16.634920634920636,3.419373317230816,1.363494353258237,11.171839883418878,0.6489624505928854,10.7189217,11.458323019999998,11.98779033,88.10767546,84.44174003,73.86164685,126.0
qmof-e2b01e4,4.975107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-e42499c,3.478713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-4156823,3.702413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-2409b7a,3.138271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-01a27aa,4.695472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-3ed54a7,2.9248640000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-a2fcb93,3.662824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-abd6069,3.904286,qmof-abd6069.cif,2.0,1.0,0.5,51.0,0.1768689660170936,1.9641546242606616,0.7912384934859458,1.3075220791042332,1.3075220768814642,0.2432622368879493,0.2052332267428737,0.8163607423823835,1.36788443941081,0.3794626229959071,115.52212017428506,15.882401502571527,16.03921568627451,4.087094870796517,1.6581580580740332,10.148465389232376,0.7215909090909092,9.89239975,10.61929351,11.76696421,110.78860838,98.96919307000002,109.50773581,102.0
qmof-8e0ab66,4.010814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-061ae68,3.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-cb6d9e0,3.498504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-476a5b8,3.850077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-8f052bd,5.084333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-07c91b5,3.039185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-3104826,2.712219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-6c4ef07,4.121567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-92b3873,3.30431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-637d863,5.101808999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-4eadc5e,3.878853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-8a9ad79,3.342324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-2e3e817,5.579213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-621eca8,5.445525999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-7e5cbc5,4.00233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-9bfa4a2,5.340572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-10741df,4.277515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-a952798,4.266636999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-c26f09c,5.488687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-47ccac3,3.5052389999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-c7cd5a3,2.976366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-5ea8960,3.010498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-4cc90a1,3.124448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-8ce7f1c,5.706849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-a85f2bb,3.525588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-5deed79,4.63935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-a032a19,4.638396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-dd3d308,3.334008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-fb4e736,4.976348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-be776e0,4.018592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-67ca802,3.672293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-2d06267,0.1697519999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-b36de89,3.223459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-2c3bc74,3.706915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-70883fe,3.157692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-0166056,3.390579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-24a8d59,4.941273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-b5fc2ca,2.775583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-6581895,3.5825690000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-65ff99b,5.224231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-3dabaa3,3.980918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-f47bb14,6.080934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-442efa0,3.343313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-d971cd4,3.752765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-05fbacb,4.822183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-c45f4aa,3.976641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-9753f6c,3.781458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-4cbf5c8,5.989996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-e03dbd5,2.557707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-746a078,3.898877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-553cf0b,5.659158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-9bca83d,3.637055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-050f6a7,1.693816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-9f0b3fe,2.325426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-a7f9c95,4.004038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-c00f8d0,4.020276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-597f45f,4.480086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-acddbab,3.695841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-f67379e,3.4546780000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-064173c,5.123372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-5a6407d,2.851093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-2fb75c8,4.216295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-66b26b0,4.6397960000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-8bc7424,3.77419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-867714c,2.927715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-430b4c6,3.612619,qmof-430b4c6.cif,2.0,1.0,0.5142857142857142,36.0,0.1438093489527221,1.4983876981777149,0.8085709911691,0.91740328064554,0.9174017140894096,0.2184750884517051,0.1577911692461494,0.7854901698231093,1.3361609489178103,0.2690969270466353,117.58262405147082,15.804971089237776,16.457142857142856,3.9881456997518256,1.616244346327886,10.356625432340056,0.7142857142857143,8.77348694,8.82277318,10.23246052,69.63223169,84.41409340999999,77.58831421000001,70.0
qmof-fe2b16d,3.977138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-ca0f1bb,4.028302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-b07ce39,3.596288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-bad0c1f,4.15751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-cf00f6e,7.263293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-26b83f7,3.570338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-60450dd,3.575322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-ef156dd,4.331612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-df3291a,3.841822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-19a5867,3.010058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-dd44956,4.303716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-ba8315e,1.88379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-d44e9a3,2.103012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-4d203e9,2.395858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-5592882,2.60133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-83bf23c,2.731374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-b71cc86,2.486785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-3a1f7d3,2.625789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-2a36f96,5.359495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-64088a1,6.4649280000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-3015833,3.930106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-e71cda6,4.488377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-a22eb9b,4.688439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-439555b,3.905802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-6dd4a25,4.387123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-3454f05,4.361924999999999,qmof-3454f05.cif,2.0,1.0,0.5,16.0,0.2819311872718775,1.6522344576375765,0.6600500452340935,1.466572542942074,1.4665723500851946,0.4762420487099421,0.3706479930208248,0.8078710333861966,1.577567745945078,0.5362899422589963,114.45011471809649,17.053891678676468,15.5,3.259601202601325,2.2859971285969736,12.762209444542265,0.7650462962962963,7.35116945,7.62171042,8.50956909,77.40828119000001,82.11310363,61.44081580999999,32.0
qmof-1b62c0a,2.614191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-073a0d6,3.200082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-008a6ec,5.446644,qmof-008a6ec.cif,26.0,3.0,0.32,16.0,0.1763505848651987,1.6398223091516222,0.7374225098887707,1.2405731435607583,1.240573111693688,0.315933955641968,0.2235329306605219,0.8234231420539254,1.3747489134795383,0.3399971747669507,114.72323075670734,8.41068582733107,16.24,4.31073079651235,1.862663437483553,10.65645579835448,0.7133333333333334,4.64926996,9.78546436,11.71160964,90.00002936,90.00031096999999,90.00020907,50.0
qmof-c5f786c,2.930425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-ad7387b,1.885571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-6fcc83e,1.7867270000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-d513970,3.858497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-7953340,1.728884,qmof-7953340.cif,19.0,3.0,0.25,29.0,0.1797839402043538,1.457590577369867,0.7228385213105252,0.9657419463635172,0.965741686086306,0.2355240968930531,0.1673452255315891,0.7575306258331923,1.3577035749938464,0.3078574797860035,116.89480707510414,12.05435547982281,16.620689655172413,2.746958105745439,1.6208185258596934,9.332167978784264,0.8051215277777777,3.91587331,15.51333476,17.81996062,90.00034271,89.99894654000002,89.99998379,116.0
qmof-0d8afa2,1.319236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-094542b,1.980379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-a36de4b,4.407617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-091c04b,3.360776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-7000e4d,3.832081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-3862c80,4.588549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-b001a65,2.947454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-ce2e8c8,3.682027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-c906ab4,2.371842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-9466437,2.306507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-41bc44e,2.52731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-e6be400,2.2149849999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-77855e7,4.169302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-6136401,5.085857000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-4029d91,5.009758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-284c1aa,2.584982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qmof-ed7b57e,3.839609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
